employee_id,age,gender,education_level,experience_years,job_role,company_type,working_hours_per_day,projects_handled,overtime_hours,work_pressure_score,deadline_frequency,work_life_balance,remote_work,team_size,manager_support,job_satisfaction,mental_fatigue_score,stress_level,sleep_hours,physical_activity,health_issues,burnout_score
12069,37,Female,PhD,26,Software Engineer,Startup,7,5,19,7,Medium,5,Yes,17,4,5,7.0,1,7.9,No,No,0.212
12070,54,Female,Bachelor,12,Software Engineer,Startup,9,5,25,2,Medium,3,Yes,6,2,4,2.3,5,7.8,Yes,No,0.23
12071,25,Female,Master,13,Software Engineer,MNC,10,3,26,7,High,3,No,4,5,4,6.9,4,4.5,Yes,No,0.799
12072,25,Male,Bachelor,29,HR Executive,MNC,11,5,17,1,Medium,3,No,5,2,1,3.2,5,5.5,Yes,No,0.506
12073,38,Female,Bachelor,12,Software Engineer,Startup,6,1,29,6,Low,3,Yes,12,5,1,2.2,5,5.2,No,Yes,0.417
12074,58,Female,Bachelor,15,Project Manager,Corporate,11,2,9,10,High,1,Yes,3,2,3,2.4,1,6.3,No,No,0.655
12075,50,Male,PhD,6,Data Analyst,Corporate,10,3,23,7,High,2,Yes,7,4,2,6.7,5,8.1,No,No,0.712
12076,57,Female,PhD,26,HR Executive,MNC,11,1,25,4,Low,1,No,11,2,4,7.7,4,4.5,No,No,0.926
12077,59,Female,Bachelor,34,Project Manager,Corporate,7,4,20,1,Low,4,No,8,3,1,5.8,4,6.5,Yes,No,0.158
12078,58,Male,PhD,14,Project Manager,Corporate,6,1,28,6,Low,1,No,11,3,5,0.6,4,8.0,No,No,0.0
12079,56,Female,Master,27,ML Engineer,Startup,10,3,6,4,Low,1,No,17,1,4,0.4,2,8.2,Yes,Yes,0.159
12080,28,Female,Master,34,ML Engineer,Corporate,8,5,26,3,High,1,No,17,3,2,2.2,4,7.1,No,No,0.263
12081,48,Female,Bachelor,6,Project Manager,Startup,9,2,19,4,Medium,2,Yes,16,3,4,2.9,1,7.8,Yes,Yes,0.124
12082,49,Female,PhD,19,ML Engineer,MNC,11,3,25,6,Medium,5,Yes,5,5,2,4.0,3,5.8,Yes,No,0.373
12083,43,Female,Master,31,Data Analyst,MNC,11,1,21,5,Medium,4,No,10,4,3,0.8,5,5.6,Yes,No,0.357
12084,35,Female,PhD,31,Data Analyst,Startup,10,1,28,2,Medium,4,Yes,13,4,1,7.3,5,4.7,Yes,Yes,0.612
12085,28,Male,Master,25,ML Engineer,Startup,9,3,27,2,Low,2,No,6,5,2,7.1,5,6.5,Yes,Yes,0.535
12086,58,Female,Master,19,Software Engineer,MNC,11,6,13,3,Medium,1,Yes,17,3,3,3.5,4,6.3,Yes,No,0.464
12087,43,Male,Master,17,Project Manager,Startup,8,6,9,6,Medium,5,Yes,12,2,4,5.6,4,6.0,Yes,No,0.548
12088,26,Male,Bachelor,14,Data Analyst,MNC,10,3,19,1,High,3,Yes,13,5,1,1.0,4,5.0,No,Yes,0.079
12089,23,Male,Bachelor,21,ML Engineer,MNC,7,6,15,7,High,2,No,11,4,2,4.2,3,5.4,No,No,0.605
12090,48,Male,Bachelor,21,ML Engineer,MNC,6,3,5,8,Medium,5,Yes,19,1,2,8.6,3,5.3,No,Yes,0.672
12091,42,Female,Bachelor,20,Data Analyst,MNC,8,5,16,7,Low,2,No,11,4,1,6.6,3,8.3,No,No,0.544
12092,59,Female,Master,1,Data Analyst,MNC,9,3,5,3,Medium,2,Yes,11,2,4,1.0,3,8.4,No,Yes,0.025
12093,36,Female,Master,17,Software Engineer,MNC,9,4,21,6,Low,3,Yes,11,4,4,8.5,3,4.5,No,No,0.681
12094,42,Male,PhD,22,ML Engineer,Corporate,8,2,17,4,High,5,Yes,4,5,5,6.8,5,5.2,Yes,No,0.399
12095,31,Female,Bachelor,12,ML Engineer,Corporate,7,2,27,5,Low,1,Yes,15,1,4,4.5,5,8.1,Yes,Yes,0.415
12096,44,Female,Master,8,HR Executive,MNC,11,4,9,3,Medium,5,Yes,3,4,1,6.9,3,4.7,Yes,Yes,0.511
12097,26,Female,Bachelor,6,Software Engineer,Corporate,7,1,9,5,High,5,Yes,8,5,3,1.7,5,8.3,Yes,No,0.103
12098,22,Male,Bachelor,0,Data Analyst,Startup,11,1,8,6,Medium,1,No,8,5,1,5.5,3,6.0,No,Yes,0.732
12099,34,Male,Bachelor,1,Data Analyst,Startup,11,1,21,8,Medium,3,No,18,5,2,6.2,3,6.7,No,No,0.649
12100,42,Female,Master,3,Project Manager,MNC,9,1,27,6,Low,5,No,14,1,5,9.3,3,7.6,Yes,Yes,0.667
12101,47,Male,Bachelor,13,Data Analyst,Corporate,11,5,14,9,Medium,1,No,17,5,5,0.7,5,5.5,No,Yes,0.528
12102,42,Male,Master,31,ML Engineer,Startup,8,4,10,10,Medium,2,No,9,1,3,3.7,2,4.9,No,No,0.624
12103,39,Female,Bachelor,1,Data Analyst,Startup,11,2,28,10,High,2,No,4,2,2,9.4,2,7.7,No,Yes,0.971
12104,58,Male,PhD,13,ML Engineer,Startup,8,4,6,10,Low,1,Yes,14,2,4,2.2,2,8.4,Yes,No,0.451
12105,53,Male,Master,19,ML Engineer,Startup,6,2,17,10,Low,2,Yes,4,2,4,8.1,1,7.1,Yes,No,0.723
12106,57,Female,PhD,24,Software Engineer,Corporate,9,1,1,4,High,5,Yes,6,5,4,0.0,2,7.8,No,Yes,0.0
12107,38,Male,PhD,7,Data Analyst,Startup,7,5,1,2,High,1,No,5,1,1,0.3,2,8.3,No,No,0.026
12108,56,Male,PhD,27,Software Engineer,Startup,10,3,25,9,Low,5,No,4,2,4,3.3,2,5.4,No,Yes,0.566
12109,32,Male,PhD,20,ML Engineer,Startup,7,3,12,3,High,4,Yes,5,3,2,7.7,4,5.9,Yes,No,0.472
12110,42,Male,Master,22,Data Analyst,MNC,7,6,10,7,Low,3,Yes,12,2,5,1.0,3,5.4,No,Yes,0.24
12111,47,Male,Bachelor,31,Data Analyst,Startup,10,1,24,4,High,3,Yes,14,5,1,3.8,5,4.7,No,Yes,0.544
12112,25,Male,Bachelor,7,Software Engineer,Startup,9,1,18,1,Low,3,Yes,6,3,4,1.3,4,7.4,Yes,Yes,0.068
12113,55,Male,Bachelor,30,Software Engineer,Corporate,11,4,28,8,Low,1,No,9,4,2,2.2,3,5.1,No,No,0.714
12114,39,Male,Master,15,ML Engineer,Startup,6,5,19,4,High,4,Yes,10,3,3,5.0,2,4.9,Yes,Yes,0.264
12115,56,Female,Master,26,ML Engineer,Startup,7,5,0,6,Medium,3,No,5,4,2,3.2,2,5.9,Yes,Yes,0.239
12116,50,Female,PhD,17,Data Analyst,Startup,11,4,16,7,Medium,5,No,17,3,5,2.1,4,4.7,Yes,No,0.546
12117,50,Female,PhD,34,Data Analyst,MNC,7,5,19,8,High,3,Yes,10,1,2,3.9,5,5.2,No,Yes,0.619
12118,59,Female,Bachelor,14,HR Executive,Corporate,9,5,29,10,Low,4,No,16,3,2,7.0,4,4.8,No,No,0.938
12119,42,Male,Master,26,HR Executive,Corporate,9,3,17,2,High,5,No,6,2,1,1.2,4,8.0,No,Yes,0.078
12120,34,Female,PhD,16,Project Manager,MNC,8,5,7,9,Medium,5,Yes,5,4,5,4.8,3,7.6,Yes,No,0.34
12121,38,Female,Bachelor,1,ML Engineer,MNC,9,1,12,10,Low,1,No,11,4,4,2.7,1,7.9,No,Yes,0.505
12122,30,Male,Master,30,Project Manager,Corporate,9,3,3,3,Low,1,No,12,2,5,3.8,5,8.0,No,No,0.31
12123,22,Male,Bachelor,33,Project Manager,Startup,7,1,18,1,Low,2,Yes,10,1,3,8.2,5,8.3,Yes,Yes,0.505
12124,23,Male,Master,33,Software Engineer,Corporate,6,1,2,2,Medium,4,Yes,4,3,5,9.3,4,5.2,Yes,Yes,0.365
12125,50,Male,Bachelor,2,Software Engineer,MNC,7,4,5,8,Medium,5,Yes,3,1,1,2.4,4,8.1,No,Yes,0.415
12126,54,Male,PhD,16,HR Executive,Startup,11,6,27,10,Low,4,Yes,6,2,4,6.3,2,6.6,Yes,Yes,0.717
12127,31,Female,Master,13,Project Manager,Corporate,9,5,28,6,Low,3,Yes,18,3,5,6.8,4,5.2,No,Yes,0.59
12128,42,Male,Bachelor,13,HR Executive,Startup,8,5,5,1,Medium,3,No,7,2,4,8.4,3,7.1,No,No,0.335
12129,49,Female,Bachelor,34,ML Engineer,Startup,6,5,21,9,Medium,2,Yes,16,4,1,9.0,2,5.8,No,No,0.713
12130,32,Female,Bachelor,0,Data Analyst,MNC,8,5,5,7,Low,5,Yes,15,4,2,4.7,1,4.7,Yes,No,0.358
12131,55,Male,PhD,28,Software Engineer,Corporate,10,3,23,10,High,5,No,18,4,3,9.8,3,4.8,No,Yes,0.895
12132,29,Female,Master,3,ML Engineer,MNC,8,2,7,3,High,2,No,17,5,5,9.7,5,6.2,Yes,No,0.491
12133,43,Female,Bachelor,32,ML Engineer,Corporate,8,1,24,7,High,3,No,6,5,4,5.1,5,7.8,No,No,0.463
12134,29,Male,Bachelor,16,Software Engineer,Corporate,11,6,16,6,Medium,5,Yes,15,4,5,5.4,3,5.7,Yes,No,0.333
12135,36,Female,Master,27,Software Engineer,Startup,9,6,9,3,High,4,Yes,13,5,1,6.7,4,7.6,Yes,Yes,0.519
12136,38,Female,Master,25,Project Manager,Startup,11,2,23,8,High,5,Yes,13,5,2,3.7,4,4.7,No,No,0.533
12137,44,Female,Master,7,HR Executive,Startup,9,2,4,1,Medium,3,No,3,2,1,6.6,4,6.1,No,No,0.571
12138,45,Male,Bachelor,33,ML Engineer,MNC,11,2,18,5,High,5,Yes,17,3,4,5.1,5,5.0,Yes,No,0.633
12139,40,Male,Master,17,Project Manager,Startup,9,3,10,8,Low,5,No,12,4,5,0.4,3,8.0,Yes,Yes,0.079
12140,26,Male,Master,30,Project Manager,MNC,9,2,9,3,Medium,1,No,6,5,4,8.5,4,8.4,No,Yes,0.445
12141,53,Female,PhD,26,ML Engineer,Startup,9,3,2,10,Low,5,No,8,2,1,9.4,2,5.8,Yes,No,1.0
12142,22,Male,PhD,15,ML Engineer,MNC,8,4,21,6,High,2,No,4,2,5,0.3,5,8.5,No,No,0.243
12143,44,Female,Master,9,Data Analyst,Corporate,10,4,23,10,Low,2,No,19,3,4,7.9,3,7.5,No,No,0.921
12144,58,Male,Master,11,HR Executive,MNC,9,6,9,2,Medium,4,No,14,2,5,3.9,3,4.5,No,Yes,0.155
12145,29,Female,Bachelor,21,ML Engineer,MNC,10,4,1,9,High,5,Yes,7,1,3,5.9,3,6.4,No,Yes,0.679
12146,34,Male,Master,15,Software Engineer,MNC,10,3,27,2,Medium,4,No,8,1,1,5.0,3,7.8,No,Yes,0.279
12147,29,Male,Bachelor,11,Data Analyst,Corporate,7,3,8,5,High,3,Yes,19,4,1,5.5,1,6.6,Yes,No,0.257
12148,44,Female,Bachelor,10,HR Executive,MNC,7,1,4,3,Medium,3,No,5,3,3,5.0,2,6.7,Yes,Yes,0.287
12149,22,Male,Bachelor,19,Software Engineer,Corporate,6,2,20,10,Medium,1,No,10,1,2,8.5,1,6.3,Yes,Yes,0.932
12150,45,Female,Master,0,Software Engineer,Startup,11,5,16,9,Low,1,No,7,3,4,6.8,4,6.1,No,Yes,0.915
12151,56,Male,Bachelor,26,HR Executive,Startup,7,5,5,9,Medium,5,No,7,4,2,4.1,1,4.6,No,No,0.386
12152,45,Male,Bachelor,2,Data Analyst,Corporate,9,2,28,7,Medium,5,No,19,2,5,6.9,1,7.0,Yes,Yes,0.466
12153,38,Female,Bachelor,11,Software Engineer,MNC,10,5,10,10,Low,4,No,12,2,4,9.7,5,7.6,Yes,No,1.0
12154,26,Female,Bachelor,29,Project Manager,Startup,11,5,26,5,High,4,No,5,2,4,0.8,3,7.7,No,No,0.099
12155,41,Female,Bachelor,8,HR Executive,MNC,6,5,4,9,High,5,Yes,15,1,4,3.9,1,7.0,Yes,Yes,0.213
12156,42,Male,Master,0,HR Executive,MNC,7,6,6,7,Medium,5,No,18,3,3,8.7,3,5.9,Yes,Yes,0.612
12157,52,Female,Master,3,ML Engineer,Corporate,8,3,6,2,Low,1,Yes,14,1,1,7.4,2,4.6,Yes,No,0.711
12158,57,Male,Bachelor,14,Data Analyst,Startup,11,3,3,10,High,1,No,19,5,3,9.3,1,8.1,No,No,0.837
12159,32,Female,PhD,26,Project Manager,Corporate,6,3,20,1,Low,1,No,4,3,3,0.4,5,6.2,Yes,Yes,0.0
12160,36,Female,Master,7,Project Manager,Corporate,9,2,9,10,Medium,5,Yes,18,4,3,8.6,5,6.9,No,Yes,0.826
12161,40,Female,Bachelor,22,ML Engineer,Corporate,11,4,29,10,Low,4,Yes,13,1,2,7.9,4,5.3,No,No,0.998
12162,28,Female,Master,14,Software Engineer,Corporate,10,6,23,4,Medium,2,No,3,2,3,8.2,1,5.1,Yes,Yes,0.667
12163,49,Female,PhD,26,Software Engineer,MNC,9,6,17,10,High,2,Yes,14,2,1,6.0,2,4.8,Yes,No,0.831
12164,26,Female,Bachelor,30,Project Manager,Startup,9,5,0,8,High,4,No,8,2,4,0.5,3,7.7,Yes,No,0.317
12165,26,Male,Bachelor,7,Data Analyst,Startup,11,1,13,6,High,4,Yes,7,1,2,5.4,1,7.1,Yes,No,0.45
12166,51,Female,PhD,29,Software Engineer,Startup,8,3,5,2,High,4,Yes,5,1,3,4.1,4,7.0,Yes,Yes,0.146
12167,53,Male,Master,17,HR Executive,MNC,8,6,10,5,Low,1,Yes,14,2,3,5.3,5,8.2,Yes,Yes,0.652
12168,29,Female,Bachelor,3,ML Engineer,MNC,11,6,13,9,Low,3,Yes,12,2,4,7.4,1,5.1,No,No,0.826
12169,31,Female,Master,21,Data Analyst,Corporate,11,1,19,6,Low,5,Yes,6,2,4,6.0,4,5.2,No,No,0.578
12170,59,Female,Master,2,Software Engineer,Corporate,11,5,28,6,Medium,1,No,6,5,2,2.9,2,5.3,Yes,Yes,0.541
12171,53,Male,PhD,14,Project Manager,Corporate,10,6,25,7,High,2,Yes,13,1,1,6.0,3,6.2,Yes,No,0.931
12172,49,Male,Master,34,ML Engineer,Corporate,7,6,2,5,High,5,Yes,5,2,2,0.8,2,8.0,No,No,0.0
12173,38,Female,Bachelor,32,Software Engineer,Startup,9,4,15,3,High,4,Yes,17,4,4,0.1,2,8.0,Yes,No,0.0
12174,52,Male,Master,13,Project Manager,Corporate,11,1,15,3,Low,2,No,18,2,1,4.0,3,6.9,Yes,No,0.416
12175,29,Female,Master,0,Software Engineer,MNC,7,5,6,5,Low,4,No,14,1,3,7.6,1,7.1,Yes,Yes,0.429
12176,46,Female,Bachelor,25,ML Engineer,MNC,10,5,7,4,High,4,Yes,8,4,3,8.2,3,8.1,No,No,0.463
12177,30,Male,Master,7,HR Executive,MNC,9,3,26,5,Medium,4,No,17,1,5,5.5,4,7.0,Yes,Yes,0.446
12178,23,Male,Master,15,HR Executive,Corporate,7,4,27,9,Low,5,No,4,1,4,8.7,2,5.4,No,Yes,0.685
12179,36,Male,Bachelor,9,Project Manager,Startup,9,5,3,5,High,2,No,14,1,5,1.3,3,7.3,No,No,0.138
12180,24,Male,Master,25,HR Executive,Startup,8,4,11,4,High,2,Yes,12,3,2,9.6,5,7.6,No,No,0.785
12181,57,Female,Bachelor,27,ML Engineer,Corporate,11,3,11,4,High,4,Yes,6,4,2,9.2,3,7.0,Yes,Yes,0.718
12182,25,Male,Bachelor,11,Project Manager,Corporate,8,1,9,1,Medium,1,No,10,5,1,6.0,3,5.6,Yes,Yes,0.385
12183,35,Male,Bachelor,19,Software Engineer,MNC,6,6,11,10,High,3,No,17,5,4,0.6,4,6.1,Yes,No,0.345
12184,46,Female,Bachelor,13,Data Analyst,MNC,10,6,10,4,Low,1,Yes,18,3,1,4.5,2,6.4,Yes,No,0.523
12185,31,Male,Master,34,Software Engineer,Startup,11,2,10,4,Medium,5,Yes,15,1,1,1.8,4,5.1,No,No,0.512
12186,42,Male,Bachelor,28,ML Engineer,MNC,7,2,14,9,Medium,3,No,17,5,2,6.3,4,6.3,Yes,No,0.676
12187,57,Male,Master,11,Project Manager,MNC,9,2,5,4,High,1,Yes,16,4,2,1.9,5,5.1,Yes,Yes,0.503
12188,33,Male,Bachelor,17,Software Engineer,Corporate,6,6,28,7,Low,2,No,17,2,4,4.8,4,6.5,Yes,Yes,0.478
12189,48,Female,PhD,1,Project Manager,Startup,10,4,26,1,Low,1,Yes,14,4,2,2.1,4,4.7,Yes,Yes,0.349
12190,23,Female,Master,1,HR Executive,Corporate,10,2,10,7,High,4,Yes,13,1,4,1.8,5,8.3,No,No,0.381
12191,34,Male,Master,16,Data Analyst,Startup,10,1,1,2,High,5,Yes,5,4,5,2.5,1,5.5,No,Yes,0.0
12192,53,Male,Bachelor,9,ML Engineer,Corporate,7,5,23,8,Low,1,Yes,16,1,3,0.3,4,6.4,No,Yes,0.474
12193,52,Female,Bachelor,17,Software Engineer,Startup,11,4,21,1,Medium,1,No,4,4,5,7.2,3,4.6,No,No,0.529
12194,37,Male,Bachelor,21,Data Analyst,MNC,8,6,26,10,Medium,3,Yes,5,3,2,3.1,4,5.3,No,Yes,0.765
12195,53,Male,PhD,18,ML Engineer,Startup,6,1,8,3,High,4,Yes,11,4,3,7.0,2,7.3,No,Yes,0.133
12196,53,Male,Bachelor,0,ML Engineer,Startup,7,6,10,8,High,3,Yes,13,5,3,6.5,3,4.9,Yes,No,0.457
12197,55,Male,Master,23,HR Executive,Corporate,9,4,15,10,Low,5,Yes,5,2,1,0.7,3,7.0,Yes,Yes,0.517
12198,32,Male,Master,24,Project Manager,Startup,7,4,12,8,Low,5,Yes,7,3,3,3.1,1,4.5,No,Yes,0.23
12199,31,Male,Bachelor,30,Project Manager,Startup,9,4,12,5,Low,4,No,11,4,4,5.7,2,6.4,No,No,0.321
12200,36,Male,Master,30,Data Analyst,Startup,9,3,21,5,Low,3,No,12,1,2,9.2,2,7.4,No,No,0.604
12201,38,Male,Master,1,HR Executive,Corporate,10,5,21,8,High,4,Yes,8,3,2,4.0,2,8.2,Yes,Yes,0.407
12202,39,Male,Master,18,ML Engineer,Startup,7,2,27,10,High,3,No,8,5,1,5.0,4,6.5,No,No,0.705
12203,30,Female,Bachelor,11,HR Executive,Corporate,8,3,17,5,Low,2,Yes,13,2,1,7.5,4,7.9,No,No,0.647
12204,46,Female,Bachelor,9,HR Executive,MNC,9,5,20,9,High,4,No,19,2,2,8.0,3,7.7,Yes,Yes,0.751
12205,35,Female,Bachelor,30,Data Analyst,Corporate,10,6,24,1,High,5,Yes,4,4,1,9.2,1,5.7,No,Yes,0.301
12206,46,Male,Master,21,Project Manager,Startup,8,2,0,5,Low,3,Yes,11,5,3,5.0,4,8.0,Yes,Yes,0.422
12207,43,Male,Master,22,HR Executive,MNC,7,3,19,3,Medium,2,No,7,5,3,1.9,4,7.1,No,No,0.023
12208,51,Female,Bachelor,22,HR Executive,Startup,8,3,9,3,Medium,5,Yes,8,2,4,7.6,1,4.9,Yes,Yes,0.227
12209,41,Male,PhD,14,HR Executive,Corporate,7,1,25,2,Low,3,Yes,6,2,1,1.3,2,8.3,Yes,No,0.0
12210,42,Female,Bachelor,25,Software Engineer,MNC,9,3,29,3,Medium,2,Yes,11,5,2,4.2,3,5.2,Yes,No,0.319
12211,53,Male,PhD,2,HR Executive,MNC,6,4,18,7,High,5,Yes,7,2,5,6.3,4,6.4,Yes,No,0.464
12212,42,Female,PhD,22,HR Executive,MNC,6,6,16,8,Medium,5,Yes,6,1,2,6.9,1,6.4,No,No,0.554
12213,56,Female,PhD,19,ML Engineer,Startup,11,3,0,8,Low,2,No,11,2,5,7.3,1,7.0,No,Yes,0.663
12214,53,Female,Master,7,Software Engineer,MNC,11,4,0,8,Low,5,No,13,1,5,1.9,2,7.2,Yes,Yes,0.201
12215,51,Male,Bachelor,17,HR Executive,MNC,9,5,16,1,Medium,3,No,18,2,4,9.8,5,5.4,No,No,0.638
12216,33,Female,Bachelor,5,HR Executive,MNC,8,5,14,7,Medium,3,No,4,3,5,1.8,5,5.9,Yes,No,0.335
12217,39,Male,Master,26,Data Analyst,MNC,7,4,28,2,High,5,Yes,18,3,3,1.0,5,5.1,No,No,0.061
12218,42,Male,Bachelor,14,Data Analyst,Corporate,6,1,1,10,Medium,1,Yes,12,3,3,6.6,5,5.0,No,No,0.932
12219,34,Male,Bachelor,4,Software Engineer,Startup,7,1,10,4,Medium,2,No,6,1,4,9.1,4,7.8,Yes,No,0.712
12220,42,Male,Master,8,ML Engineer,Startup,9,5,20,5,Medium,1,Yes,14,1,2,5.6,1,7.5,No,Yes,0.472
12221,29,Male,Bachelor,6,Software Engineer,MNC,8,6,1,1,High,3,No,11,4,2,6.0,3,6.3,No,Yes,0.199
12222,28,Male,PhD,19,Software Engineer,Corporate,7,3,19,4,Medium,5,Yes,15,4,2,5.4,4,4.9,Yes,No,0.346
12223,44,Male,Master,9,Data Analyst,MNC,8,5,8,4,High,4,Yes,7,2,2,0.4,5,6.3,No,Yes,0.196
12224,53,Female,Master,25,Data Analyst,Startup,6,5,18,9,High,4,No,4,1,3,6.8,3,5.7,Yes,No,0.718
12225,32,Female,Master,3,ML Engineer,Startup,7,4,1,9,Low,1,No,5,3,3,3.6,3,7.6,Yes,Yes,0.531
12226,43,Female,PhD,23,HR Executive,Startup,10,1,15,10,Low,1,No,10,3,4,9.4,5,4.9,No,Yes,1.0
12227,43,Male,Master,13,ML Engineer,MNC,6,6,19,1,High,1,No,8,3,4,1.9,3,6.3,No,No,0.083
12228,46,Male,Master,0,HR Executive,MNC,8,4,8,8,High,3,No,7,2,4,3.0,4,6.9,Yes,Yes,0.361
12229,43,Male,Bachelor,16,Project Manager,Corporate,9,5,19,4,High,3,No,6,1,2,5.0,2,8.4,Yes,Yes,0.499
12230,49,Male,PhD,23,Data Analyst,Corporate,10,2,27,4,Low,5,No,18,2,2,4.8,4,4.9,No,No,0.52
12231,50,Female,Master,26,Project Manager,Startup,11,3,20,5,High,3,Yes,10,5,3,4.0,4,5.0,Yes,Yes,0.395
12232,34,Male,Bachelor,6,Project Manager,Startup,7,5,3,2,Low,5,No,14,5,3,3.1,2,8.5,Yes,No,0.0
12233,39,Female,Bachelor,8,Data Analyst,Corporate,11,4,28,1,Low,5,No,7,4,1,1.5,5,6.1,No,No,0.038
12234,23,Male,Master,34,Project Manager,Startup,6,2,23,5,High,1,No,7,1,1,8.2,5,7.5,Yes,No,0.764
12235,50,Female,Bachelor,11,Software Engineer,Corporate,7,2,29,7,High,4,Yes,15,3,2,4.5,2,7.6,Yes,Yes,0.287
12236,42,Male,PhD,20,HR Executive,MNC,7,5,12,10,High,1,Yes,13,1,3,5.7,4,5.8,No,No,1.0
12237,36,Female,PhD,2,ML Engineer,Startup,10,6,14,9,Low,3,Yes,13,4,2,5.5,1,5.4,Yes,No,0.654
12238,48,Male,Bachelor,14,Data Analyst,Startup,10,1,19,2,Medium,2,No,9,3,5,5.8,3,5.6,No,No,0.378
12239,52,Female,Master,20,Software Engineer,Corporate,10,2,1,8,High,3,Yes,19,2,1,7.0,3,7.6,Yes,No,0.748
12240,36,Male,Bachelor,9,ML Engineer,MNC,10,3,27,7,Medium,4,No,7,3,4,6.3,3,7.9,Yes,No,0.639
12241,44,Female,Master,32,ML Engineer,Startup,9,4,19,2,Medium,3,No,8,5,2,2.7,1,7.3,No,Yes,0.025
12242,45,Female,Bachelor,5,ML Engineer,Startup,8,4,17,5,Medium,4,Yes,11,2,5,5.5,4,6.3,Yes,No,0.334
12243,34,Male,Master,1,Project Manager,Corporate,10,4,24,7,Medium,2,No,19,3,4,2.4,5,5.6,No,No,0.523
12244,43,Female,Bachelor,28,Project Manager,MNC,6,5,26,3,Medium,2,Yes,11,2,5,5.9,2,6.2,Yes,Yes,0.165
12245,58,Male,Bachelor,32,Project Manager,Corporate,7,4,29,2,Low,5,Yes,3,5,3,4.3,3,8.2,Yes,Yes,0.0
12246,54,Male,Bachelor,3,Project Manager,MNC,11,4,23,6,Low,3,Yes,15,5,3,0.4,1,8.0,No,No,0.026
12247,24,Male,Bachelor,3,Software Engineer,MNC,10,3,8,10,Low,5,Yes,10,1,3,7.3,2,5.8,No,No,0.773
12248,40,Female,Master,28,Project Manager,Corporate,6,1,19,6,Medium,1,No,16,5,4,2.7,4,5.8,No,Yes,0.378
12249,44,Female,Bachelor,19,Data Analyst,Corporate,9,6,0,4,Low,1,Yes,5,5,4,9.2,1,7.6,No,No,0.445
12250,50,Male,Master,22,ML Engineer,MNC,6,5,2,1,High,1,Yes,6,5,3,2.8,1,6.2,No,Yes,0.0
12251,51,Male,PhD,17,Software Engineer,Corporate,11,5,22,5,Medium,1,No,13,4,4,10.0,2,6.8,No,Yes,0.751
12252,46,Female,Master,24,Project Manager,Startup,11,4,16,1,High,1,No,9,5,3,4.6,2,6.2,No,No,0.298
12253,58,Female,PhD,0,ML Engineer,Startup,6,3,10,8,Medium,3,Yes,7,1,2,0.3,3,5.5,Yes,Yes,0.319
12254,29,Female,PhD,14,Software Engineer,Startup,9,2,23,2,Medium,5,Yes,4,2,3,0.8,4,5.3,Yes,No,0.044
12255,37,Male,Bachelor,33,ML Engineer,Startup,11,4,24,9,Medium,5,Yes,8,4,1,0.8,2,5.1,No,Yes,0.495
12256,29,Male,Bachelor,19,Software Engineer,Startup,9,4,7,9,Medium,4,Yes,7,2,2,0.6,3,4.5,Yes,No,0.537
12257,22,Male,Master,26,HR Executive,Corporate,7,5,20,3,High,1,No,17,2,3,2.7,3,5.6,No,Yes,0.185
12258,26,Male,PhD,21,Software Engineer,MNC,10,5,11,6,Medium,2,Yes,13,1,1,3.2,2,5.2,No,Yes,0.457
12259,24,Male,PhD,4,Project Manager,Corporate,11,4,10,9,Medium,4,No,7,4,3,1.1,1,5.5,Yes,Yes,0.419
12260,22,Female,Bachelor,33,ML Engineer,Startup,6,5,29,7,Low,4,No,10,3,2,4.4,1,4.8,Yes,Yes,0.334
12261,25,Male,Bachelor,2,ML Engineer,Startup,8,3,27,4,Medium,3,No,13,5,3,3.7,1,5.9,Yes,Yes,0.138
12262,56,Female,Bachelor,16,ML Engineer,Corporate,8,2,12,3,Medium,4,Yes,19,2,4,6.4,3,6.6,No,Yes,0.403
12263,53,Female,Master,23,Data Analyst,Corporate,7,2,14,2,Medium,2,Yes,16,2,3,2.0,1,8.3,No,Yes,0.0
12264,55,Male,Master,23,Data Analyst,MNC,8,2,24,10,Medium,5,No,4,1,2,9.1,4,5.9,No,Yes,0.974
12265,46,Female,Bachelor,2,Project Manager,Startup,7,4,19,10,Medium,4,Yes,9,1,5,5.2,1,4.6,Yes,Yes,0.529
12266,31,Male,Bachelor,6,HR Executive,Corporate,10,6,24,1,Medium,3,No,3,1,3,6.2,1,5.9,No,Yes,0.403
12267,42,Female,Master,24,Data Analyst,MNC,7,4,16,10,High,1,No,17,4,4,0.4,3,7.8,No,Yes,0.314
12268,48,Male,Master,2,Software Engineer,Startup,9,4,11,1,High,2,Yes,3,5,2,5.6,5,5.9,No,Yes,0.409
12269,48,Male,Bachelor,14,Project Manager,Startup,9,3,26,4,Medium,1,Yes,19,4,1,3.7,4,5.7,No,No,0.507
12270,23,Female,PhD,28,HR Executive,Startup,9,2,18,4,High,4,No,9,1,5,9.2,3,8.2,No,No,0.528
12271,34,Male,Master,28,Software Engineer,Corporate,11,5,19,9,Low,5,No,18,1,3,8.9,4,5.7,No,Yes,0.971
12272,30,Female,Master,9,ML Engineer,Startup,9,5,10,10,Low,3,No,4,2,2,6.4,4,8.4,No,Yes,0.713
12273,57,Male,Master,31,Data Analyst,Startup,9,1,9,1,Medium,2,Yes,17,4,4,7.7,1,7.8,Yes,No,0.235
